anzsco_code,occupation_title,national_shortage_rating,nsw_rating,vic_rating,qld_rating,sa_rating,wa_rating,tas_rating,nt_rating,act_rating,skill_level,major_occupation_group,classification_system,major_group_code,major_group_label
531932,Paraplanner,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,5,OSCA_2024,5,Clerical and Administrative Workers
541131,Accounts Clerk,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
541231,Estimator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
541331,Payroll Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
542131,Bookkeeper,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,5,OSCA_2024,5,Clerical and Administrative Workers
549132,Bookmaker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
549133,Debt Collector,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
551131,Call Or Contact Centre Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
551132,Call Or Contact Centre Team Leader,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,5,OSCA_2024,5,Clerical and Administrative Workers
551231,Information Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
552131,Medical Receptionist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
552231,Ward Clerk,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
553131,Receptionist (General),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
553231,Hotel Or Motel Receptionist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
561131,General Clerk,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
561231,Data Entry Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
561232,Machine Shorthand Reporter,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
561233,Word Processing Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
571131,Logistics Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
571231,Order Clerk,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
571331,Procurement Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
571332,Purchasing Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
571431,Stock Clerk,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
571531,Warehouse Administrator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
571931,Freight Forwarder,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
571932,Production Coordinator (Logistics),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
591131,Aerodrome Reporting Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
591132,Council Ranger,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
591133,Electrical Asset Inspector,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
591134,"Invasive Pest, Weed And Disease Inspector",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
591136,Motor Vehicle Licence Examiner,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
591141,Water Inspector,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
591231,Social Security Assessor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
591232,Taxation Compliance Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
591233,Visa And Citizenship Processing Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
591999,Inspectors And Regulatory Officers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
599132,Library Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
599231,Human Resources Administration Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
599232,Rostering Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
599931,Clinical Coder,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,5,OSCA_2024,5,Clerical and Administrative Workers
599932,Customs Broker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,5,OSCA_2024,5,Clerical and Administrative Workers
599933,Facilities Administrator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
599934,"Production Assistant (Audio, Screen Or Live Performance)",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
599935,"Production Coordinator (Audio, Screen Or Live Performance)",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,5,OSCA_2024,5,Clerical and Administrative Workers
599936,Radio Dispatcher,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
599937,Strata Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,2,5,OSCA_2024,5,Clerical and Administrative Workers
599941,Union Organiser,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,5,OSCA_2024,5,Clerical and Administrative Workers
599999,Clerical And Administrative Workers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,5,OSCA_2024,5,Clerical and Administrative Workers
619131,Marketing Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,6,OSCA_2024,6,Sales Workers
619135,Visual Merchandiser,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,6,OSCA_2024,6,Sales Workers
619932,Merchandise Planner,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2,6,OSCA_2024,6,Sales Workers
619935,Retail Buyer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,6,OSCA_2024,6,Sales Workers
619999,Sales Support Workers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,6,OSCA_2024,6,Sales Workers
621131,Insurance Agent,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,6,OSCA_2024,6,Sales Workers
621231,Sales Representative (Building And Plumbing Supplies),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,6,OSCA_2024,6,Sales Workers
621232,Sales Representative (Business Services),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,6,OSCA_2024,6,Sales Workers
621233,Sales Representative (Motor Vehicle Parts And Accessories),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,6,OSCA_2024,6,Sales Workers
621234,Sales Representative (Personal And Household Goods),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,6,OSCA_2024,6,Sales Workers
621299,Sales Representatives NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,6,OSCA_2024,6,Sales Workers
622131,Property Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,3,6,OSCA_2024,6,Sales Workers
622231,Auctioneer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,6,OSCA_2024,6,Sales Workers
622232,Real Estate Agent,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,6,OSCA_2024,6,Sales Workers
622233,Real Estate Representative,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,6,OSCA_2024,6,Sales Workers
622234,Stock And Station Agent,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,6,OSCA_2024,6,Sales Workers
631231,Community Pharmacy Sales Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,6,OSCA_2024,6,Sales Workers
631431,Motor Vehicle Or Caravan Salesperson,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,6,OSCA_2024,6,Sales Workers
631432,Motor Vehicle Parts Interpreter,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,Shortage,Shortage,4,6,OSCA_2024,6,Sales Workers
631531,Retail Supervisor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,6,OSCA_2024,6,Sales Workers
711131,Chauffeur,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,OSCA_2024,7,Machinery Operators and Drivers
711132,Oversize Load Pilot Escort,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,OSCA_2024,7,Machinery Operators and Drivers
711133,Rideshare Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,OSCA_2024,7,Machinery Operators and Drivers
711134,Taxi Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,OSCA_2024,7,Machinery Operators and Drivers
711199,Automobile Drivers NEC,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,OSCA_2024,7,Machinery Operators and Drivers
711231,Bus Driver,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4,7,OSCA_2024,7,Machinery Operators and Drivers
711232,Charter And Tour Bus Driver,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4,7,OSCA_2024,7,Machinery Operators and Drivers
711233,Passenger Coach Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,OSCA_2024,7,Machinery Operators and Drivers
711331,Freight Train Driver,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Shortage,3,7,OSCA_2024,7,Machinery Operators and Drivers
711332,Passenger Train Driver,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Regional Shortage,Shortage,3,7,OSCA_2024,7,Machinery Operators and Drivers
711333,Tram Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,OSCA_2024,7,Machinery Operators and Drivers
712131,Furniture Removalist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,OSCA_2024,7,Machinery Operators and Drivers
712231,Delivery Person,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,OSCA_2024,7,Machinery Operators and Drivers
712232,Postal Delivery Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,OSCA_2024,7,Machinery Operators and Drivers
713131,Truck Driver (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4,7,OSCA_2024,7,Machinery Operators and Drivers
713132,Tow Truck Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,OSCA_2024,7,Machinery Operators and Drivers
713231,Articulated Truck Driver,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,3,7,OSCA_2024,7,Machinery Operators and Drivers
713232,Tanker Truck Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,7,OSCA_2024,7,Machinery Operators and Drivers
721131,Storeperson,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,OSCA_2024,7,Machinery Operators and Drivers
721132,Warehouse Supervisor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3,7,OSCA_2024,7,Machinery Operators and Drivers
731131,Industrial Spray Painter,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4,7,OSCA_2024,7,Machinery Operators and Drivers
731132,Sandblaster,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,OSCA_2024,7,Machinery Operators and Drivers
731231,Paper And Pulp Production Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4,7,OSCA_2024,7,Machinery Operators and Drivers
